id,position,label,description,start_date,replaces,replaced_by,end_date,of,constituency,term,election,party
Q62206,Q1939555,member of the German Bundestag,deputy of the German parliament,1972,,,1990,,,,,
Q62206,Q518564,Federal Minister for Special Affairs of Germany,Minister in the government of Germany without particular portfolio,1972-12-15,,,1974-05-07,,,,,
Q62206,Q544178,Attaché,"",1959,,,,,,,,
Q62206,Q684357,Ministry for Economic Cooperation and Development of Germany,ministry of the Federal Republic of Germany,1974-07-07,,,1976-12-14,,,,,
Q62206,Q736559,Secretary of State,minister or senior civil servant in the government of a state,1969,,,,Federal Chancellery,,,,
Q62214,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q62214,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q62214,Q363637,President of the Bundesrat of Germany,speaker,1977-11-01,Bernhard Vogel,Dietrich Stobbe,1978-10-31,,,,,
Q62237,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q62237,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q62237,Q491637,Federal Ministry of Transport and Digital Infrastructure,Ministry of Transport and Building of Germany,"",,,,,,,,
Q62237,Q493353,Ministry of Defence of Germany,Ministry of Defence of Germany,"",,,,,,,,
Q62237,Q6571850,List of German postal ministers,Wikimedia list article,"",,,,,,,,
Q62279,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q62279,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q62279,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q62279,Q363637,President of the Bundesrat of Germany,speaker,1988-11-01,Bernhard Vogel,Walter Momper,1989-10-31,,,,,
Q62333,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q62333,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q62333,Q363637,President of the Bundesrat of Germany,speaker,2008-11-01,Ole von Beust,Jens Böhrnsen,2009-10-31,,,,,
Q62414,Q1939555,member of the German Bundestag,deputy of the German parliament,1972,,,1973,,,,,
Q62671,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q62671,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q62673,Q1362118,First Mayor of Hamburg,"head of government of the city and state of Hamburg, Germany","",,,,,,,,
Q62673,Q18618563,Member of Landtag of Rhineland-Palatinate,"","",,,,,,,,
Q62673,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q62673,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q62673,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q62673,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q62703,Q18557729,member of the Volkskammer,"",1990-03-18,,,1990-10-02,,,,,
Q62703,Q1939555,member of the German Bundestag,deputy of the German parliament,1990-10-03,,,,,,,,
Q62703,Q56024,President of the Bundestag,presiding member of the parliament of Germany,1998-10-26,Rita Süssmuth,Norbert Lammert,2005-10-18,,,,,
Q62810,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q62810,Q248352,Bundesminister,cabinet office in the government of Germany,2013-12-17,,,,,,,,
Q62812,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,,,,,,
Q62812,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q62812,Q248352,Bundesminister,cabinet office in the government of Germany,2011-05-12,Philipp Rösler,Hermann Gröhe,2013-12-17,,,,,
Q62889,Q18130478,Member of the Landtag of Saarland,"","",,,,,,,,
Q62889,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q63346,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q63415,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2013,,,,,
Q63415,Q248352,Bundesminister,cabinet office in the government of Germany,2009-10-28,Heidemarie Wieczorek-Zeul,Gerd Müller,2013-12-17,,,,,
Q63415,Q877944,lay judge,"",1993,,,1996,,,,,
Q63421,Q1362118,First Mayor of Hamburg,"head of government of the city and state of Hamburg, Germany",1946-11-15,Rudolf Petersen,Kurt Sieveking,1953-12-02,,,,,
Q63421,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q63421,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q63421,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q63740,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q63740,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q63798,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q63798,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q63798,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q63798,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q63798,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q63890,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q64096,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q64096,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q64096,Q28532212,Minister for Foreign Affairs (German Democratic Republic),"",1990-04-12,Oskar Fischer,Lothar de Maizière,1990-08-20,,,,,
Q64176,Q17334379,Member of the Landtag of Saxony,"","",,,,,,,,
Q64176,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q64176,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q64176,Q1939559,Member of Landtag,member of a German Landtag,"",,,,,,,,
Q64176,Q3099723,Minister-President,"political office, head of the executive branch of a sovereign country or federal state","",,,,,,,,
Q64176,Q363637,President of the Bundesrat of Germany,speaker,1999-11-01,Roland Koch,Kurt Beck,2000-10-31,,,,,
Q64176,Q6501749,General Secretary,leader or chief officer of an organisation,"",,,,,,,,
Q643822,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q64467,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q64467,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q64525,Q1939555,member of the German Bundestag,deputy of the German parliament,1990-12-20,,,,,,,,
Q64525,Q27921377,Minister of Transportation,German cabinet position,2009-10-28,Wolfgang Tiefensee,,2013-12-17,,,,,
Q64528,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q64531,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q64531,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q647924,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q647924,Q1939555,member of the German Bundestag,deputy of the German parliament,1972,,,1977,,,,,
Q647924,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q64993,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q64993,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q64998,Q18557729,member of the Volkskammer,"",1958,,,1990,,,,,
Q64998,Q1939555,member of the German Bundestag,deputy of the German parliament,1998,,,2002,,,,,
Q650878,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q650878,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q650878,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q650878,Q641159,Governing Mayor of Berlin,head of government presiding over the Berlin Senate,"",,,,,,,,
Q65114,Q18327335,Member of the Abgeordnetenhaus of Berlin,"",1991,,,2002,,,,,
Q65114,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-09,,,,,,,,
Q65114,Q486839,member of parliament,representative of the voters to a parliament,1990-05,,,1990-12,Berlin City Council,,,,
Q65126,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q65126,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q65126,Q1939555,member of the German Bundestag,deputy of the German parliament,1990-12-20,,,1994-11-10,,,,,
Q65126,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,1998-10-26,,,,,
Q65126,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q65126,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q65126,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q65126,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,Berlin Treptow – Köpenick,,,
Q65126,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q65128,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q65128,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65128,Q699656,"Federal Ministry of Food, Agriculture and Consumer Protection",agriculture ministry of Germany (1949-now),2001-01-12,,Jürgen Trittin,2005-10-04,,,,,
Q65389,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q65389,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65389,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q65394,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65397,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65397,Q248352,Bundesminister,cabinet office in the government of Germany,"",,,,,,,,
Q65513,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q65513,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65515,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q65515,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65521,Q17781726,member of the Landtag of North Rhine-Westphalia,"",2000-06-02,,,2003-03-01,,,,,
Q65521,Q1939555,member of the German Bundestag,deputy of the German parliament,1972,,,2000,,,,,
Q65521,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10,,,2003-02,,,,,
Q65521,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q65521,Q248352,Bundesminister,cabinet office in the government of Germany,1987-03-12,,,1991,,,,,
Q65521,Q248352,Bundesminister,cabinet office in the government of Germany,1991-01-18,,,1993-01-21,,,,,
Q65526,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q65526,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65526,Q23016036,Minister of Defence,German cabinet position,"",,,,,,,,
Q65526,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q65526,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q65526,Q363637,President of the Bundesrat of Germany,speaker,1955-09-07,Peter Altmeier,Kurt Sieveking,1956-09-06,,,,,
Q65526,Q56024,President of the Bundestag,presiding member of the parliament of Germany,1969-02-05,Eugen Gerstenmaier,Annemarie Renger,1972-12-13,,,,,
Q65527,Q140686,chairperson,highest officer of an organized group,1988,,,1993,IG Metall Baden-Württemberg,,,,
Q65527,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65529,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65539,Q1307072,Chief Whip,position,2009-10-27,Norbert Röttgen,,2012-05-22,CDU/CSU faction,,,,
Q65539,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,,,,,,
Q65539,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q65539,Q212238,civil servant,person employed for a government department or agency,"",,,,,,,,
Q65539,Q248352,Bundesminister,cabinet office in the government of Germany,2012-05-22,Norbert Röttgen,Barbara Hendricks,2013,,,,,
Q65539,Q248352,Bundesminister,cabinet office in the government of Germany,2013-12-17,,,,,,,,
Q65539,Q518564,Federal Minister for Special Affairs of Germany,Minister in the government of Germany without particular portfolio,2013-12-17,Ronald Pofalla,,,,,,,
Q65542,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q65542,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65542,Q23016036,Minister of Defence,German cabinet position,"",,,,,,,,
Q65545,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65545,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q65556,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65556,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q65561,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65561,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q65561,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q65587,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65657,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q65657,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q657110,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q6578572,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,1987-02-18,,,1990-12-20,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,1990-12-20,,,1994-11-10,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,1998-10-26,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q66008,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q66138,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q66138,Q56024,President of the Bundestag,presiding member of the parliament of Germany,1972-12-13,Kai-Uwe von Hassel,Karl Carstens,1976-12-14,,,,,
Q66144,Q11699092,Funkcjonariusz,Wikimedia disambiguation page,"",,,,,,,,
Q66144,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q66144,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q66144,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q66144,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q66144,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,Hof,,,
Q66144,Q22575628,Federal Minister of the Interior,"",2011-03-03,Thomas de Maizière,Thomas de Maizière,2013-12-17,,,,,
Q66144,Q248352,Bundesminister,cabinet office in the government of Germany,2013-12-17,Ilse Aigner,Christian Schmidt,2014-02-14,,,,,
Q66286,Q166020,"Federal Ministry of Family Affairs, Senior Citizens, Women and Youth",ministry in the government of the Federal Republic of Germany,1985,,,1988,,,,,
Q66286,Q1939555,member of the German Bundestag,deputy of the German parliament,1987-02-18,,,2002-10-17,,,,,
Q66286,Q56024,President of the Bundestag,presiding member of the parliament of Germany,1988-11-25,Philipp Jenninger,Wolfgang Thierse,1998-10-26,,,,,
Q66447,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q66447,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q66447,Q56024,President of the Bundestag,presiding member of the parliament of Germany,1954-11-16,Hermann Ehlers,Kai-Uwe von Hassel,1969-01-31,,,,,
Q66619,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q66619,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q66628,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q66628,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q66632,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q66632,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q67039,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q67164,Q1307072,Chief Whip,position,2002,,,2005-01,CDU/CSU faction,,,,
Q67164,Q1939555,member of the German Bundestag,deputy of the German parliament,1990,,,,,,,,
Q67511,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q67517,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q67517,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q67517,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q67529,Q1939555,member of the German Bundestag,deputy of the German parliament,1990-12-20,,,,,,,,
Q67529,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q67529,Q2325058,German Minister of State,high-ranking German government representative,"",,,,,,,,
Q67529,Q813387,,"",2005,,,2013,,,,,
Q677731,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q677731,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q677731,Q83307,minister,politician who holds significant public office in a national or regional government,1989,Hans-Joachim Hoffmann,Herbert Schirmer,1990,,,,,
Q67911,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q67911,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q67911,Q27921377,Minister of Transportation,German cabinet position,"",,,,,,,,
Q67956,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q67956,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q68748,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q68748,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q68748,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q68748,Q363637,President of the Bundesrat of Germany,speaker,1978-11-01,Gerhard Stoltenberg,Hans-Ulrich Klose,1979-10-31,,,,,
Q688231,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69029,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q69029,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69051,Q17481175,Member of the Landtag of Baden-Württemberg,"","",,,,,,,,
Q69051,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69088,Q17521638,Member of the Landtag of Lower Saxony,"","",,,,,,,,
Q69088,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69088,Q491637,Federal Ministry of Transport and Digital Infrastructure,Ministry of Transport and Building of Germany,"",,,,,,,,
Q69088,Q504272,Vice-Chancellor of Germany,position,"",,,,,,,,
Q69098,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69112,Q18327335,Member of the Abgeordnetenhaus of Berlin,"","",,,,,,,,
Q69112,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69115,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69120,Q17441472,member of the Bürgerschaft of Bremen,"","",,,,,,,,
Q69120,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69120,Q314340,list of mayors of Bremen,Wikimedia list article,"",,,,,,,,
Q69120,Q363637,President of the Bundesrat of Germany,speaker,1970-11-01,Franz-Josef Röder,Heinz Kühn,1971-10-31,,,,,
Q69130,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q69130,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69130,Q22639232,,"",1964-07-13,"","",1966,,,,,
Q69133,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69145,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69145,Q27921377,Minister of Transportation,German cabinet position,"",,,,,,,,
Q692185,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q692331,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69251,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69289,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69371,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q69371,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q694300,Q1538432,,Wikimedia list article,1945,,Karl Wenk,1946,,,,,
Q694300,Q1615976,,"",1953,,,1959,,,,,
Q694300,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q694300,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q694300,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q694553,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q696432,Q15966511,,"",1990,,,1998,,,,,
Q696432,Q17334379,Member of the Landtag of Saxony,"",1990,,,1998,,,,,
Q696432,Q1939555,member of the German Bundestag,deputy of the German parliament,1998,,,,,,,,
Q696449,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69677,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q69677,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q697700,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q697700,Q854201,district mayor,head of city district in Germany,"",,,,,,,,
Q69778,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q69778,Q27169,member of the European Parliament,person who has been elected to the European Parliament,"",,,,,,,,
Q70009,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70051,Q1362118,First Mayor of Hamburg,"head of government of the city and state of Hamburg, Germany","",,,,,,,,
Q70051,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q70051,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70051,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q70056,Q18130496,Member of the Landtag of Schleswig-Holstein,"","",,,,,,,,
Q70056,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70058,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q70058,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70058,Q56024,President of the Bundestag,presiding member of the parliament of Germany,1949-09-07,,Hermann Ehlers,1950-10-18,,,,,
Q70066,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70077,Q18557729,member of the Volkskammer,"","",,,,,,,,
Q70077,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70081,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q70081,Q18627832,Member of Landtag of Prussia,"","",,,,,,,,
Q70081,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70083,Q18559580,member of Landtag of Saxony-Anhalt,"","",,,,,,,,
Q70083,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70083,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q70089,Q18559580,member of Landtag of Saxony-Anhalt,"","",,,,,,,,
Q70089,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q70089,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q70089,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q70089,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q70089,Q19731005,Parliamentary Secretary in Germany,"","",,,,,,,,
Q70089,Q813384,,"",2006-02-01,Hans-Peter Kemper,Hartmut Koschyk,2014-01-08,,,,,
Q70263,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70407,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70429,Q1939555,member of the German Bundestag,deputy of the German parliament,1994-11-10,,,1998-10-26,,,,,
Q70429,Q1939555,member of the German Bundestag,deputy of the German parliament,1998-10-26,,,2002-10-17,,,,,
Q70429,Q1939555,member of the German Bundestag,deputy of the German parliament,2002-10-17,,,2005-10-18,,,,,
Q70429,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-10-18,,,2009-10-27,,,,,
Q70429,Q1939555,member of the German Bundestag,deputy of the German parliament,2009-10-27,,,2013-10-22,,,,,
Q70429,Q1939555,member of the German Bundestag,deputy of the German parliament,2013-10-22,,,,,,,,
Q70429,Q248352,Bundesminister,cabinet office in the government of Germany,2013-12-17,Daniel Bahr,,,,,,,
Q708792,Q19360355,Member of the Hamburg Parliament,"","",,,,,,,,
Q708792,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q709249,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q70950,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q70950,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q709593,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q710144,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71018,Q18556824,member of the Landtag of Brandenburg,"",1990,,,2005,,,,,
Q71018,Q18557729,member of the Volkskammer,"",1990-03-01,,,1990-10,,,,,
Q71018,Q1939555,member of the German Bundestag,deputy of the German parliament,2005-09,,,2009-07-14,,,,,
Q71018,Q27169,member of the European Parliament,person who has been elected to the European Parliament,2009-06-07,,,,,,,,
Q710631,Q17850767,member of the Reichstag of the Weimar Republic,German legislator between 1919 and 1933,"",,,,,,,,
Q710631,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71196,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q71196,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71345,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71352,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71359,Q18130478,Member of the Landtag of Saarland,"","",,,,,,15. legislative term of the Landtag of the Saarland,,
Q71359,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71360,Q17481175,Member of the Landtag of Baden-Württemberg,"",1976,,,1982,,,,,
Q71360,Q1939555,member of the German Bundestag,deputy of the German parliament,1961,,,1976,,,,,
Q71360,Q684357,Ministry for Economic Cooperation and Development of Germany,ministry of the Federal Republic of Germany,"",,,,,,,,
Q71363,Q17781726,member of the Landtag of North Rhine-Westphalia,"","",,,,,,,,
Q71363,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71364,Q17586301,Member of the Landtag of Bavaria,"","",,,,,,,,
Q71364,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71365,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71365,Q514725,Landrat,public official,"",,,,,,,,
Q71369,Q17519166,Member of the Hessian Parliament,"","",,,,,,,,
Q71369,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
Q71369,Q30185,mayor,head of municipal government such as a town or city,"",,,,,,,,
Q714149,Q1939555,member of the German Bundestag,deputy of the German parliament,"",,,,,,,,
